y,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,year
0,46,5,2,7,1,2,1,2,7,4,716,2,999,0,2,93.994,-36.4,4.857,2008
0,42,1,2,4,2,2,1,2,7,4,99,2,999,0,2,93.994,-36.4,4.857,2008
0,48,2,2,6,2,1,1,2,7,4,207,3,999,0,2,93.994,-36.4,4.857,2008
0,55,4,2,1,1,2,2,2,7,4,211,2,999,0,2,93.994,-36.4,4.857,2008
0,37,8,2,4,1,2,1,2,7,5,124,2,999,0,2,93.994,-36.4,4.856,2008
0,38,10,2,6,1,1,1,2,7,5,479,2,999,0,2,93.994,-36.4,4.856,2008
0,36,10,1,6,1,1,1,2,7,5,446,1,999,0,2,93.994,-36.4,4.856,2008
0,35,10,2,2,1,1,1,2,7,5,104,2,999,0,2,93.994,-36.4,4.856,2008
0,50,1,2,7,1,1,1,2,7,5,102,1,999,0,2,93.994,-36.4,4.856,2008
0,39,2,1,3,1,1,1,2,7,5,143,1,999,0,2,93.994,-36.4,4.856,2008
0,37,10,1,6,1,1,1,2,7,5,374,1,999,0,2,93.994,-36.4,4.856,2008
0,30,8,2,7,1,2,1,2,7,5,425,6,999,0,2,93.994,-36.4,4.856,2008
0,53,10,2,4,1,2,1,2,7,5,149,1,999,0,2,93.994,-36.4,4.856,2008
0,51,1,2,4,2,2,1,2,7,5,359,1,999,0,2,93.994,-36.4,4.856,2008
0,38,1,2,7,1,1,1,2,7,5,241,2,999,0,2,93.994,-36.4,4.856,2008
0,42,2,2,2,1,1,1,2,7,5,287,1,999,0,2,93.994,-36.4,4.856,2008
0,48,1,3,7,1,2,1,2,7,5,140,2,999,0,2,93.994,-36.4,4.856,2008
0,46,1,1,7,1,2,1,2,7,5,184,2,999,0,2,93.994,-36.4,4.856,2008
0,43,10,3,7,1,1,1,2,7,5,336,1,999,0,2,93.994,-36.4,4.856,2008
0,36,10,2,6,1,1,1,2,7,5,221,1,999,0,2,93.994,-36.4,4.856,2008
0,34,10,1,6,1,2,1,2,7,5,296,2,999,0,2,93.994,-36.4,4.856,2008
0,52,10,2,1,2,1,1,2,7,5,161,1,999,0,2,93.994,-36.4,4.856,2008
0,48,6,2,3,1,2,1,2,7,5,120,1,999,0,2,93.994,-36.4,4.856,2008
0,35,1,2,4,1,2,1,2,7,5,157,2,999,0,2,93.994,-36.4,4.856,2008
0,54,5,2,4,2,2,2,2,7,5,328,2,999,0,2,93.994,-36.4,4.856,2008
0,45,2,3,2,1,2,1,2,7,5,129,5,999,0,2,93.994,-36.4,4.856,2008
0,37,1,1,7,1,2,1,2,7,5,72,1,999,0,2,93.994,-36.4,4.856,2008
0,35,1,3,7,1,1,1,2,7,5,559,1,999,0,2,93.994,-36.4,4.856,2008
0,55,2,2,1,1,2,2,2,7,5,1101,1,999,0,2,93.994,-36.4,4.856,2008
0,34,2,2,2,1,2,1,2,7,5,123,1,999,0,2,93.994,-36.4,4.856,2008
0,39,2,2,3,1,1,1,2,7,5,311,1,999,0,2,93.994,-36.4,4.856,2008
0,32,3,2,2,1,2,1,2,7,5,163,1,999,0,2,93.994,-36.4,4.856,2008
0,31,2,2,2,1,2,1,2,7,5,253,2,999,0,2,93.994,-36.4,4.856,2008
0,50,10,2,4,1,1,1,2,7,5,224,5,999,0,2,93.994,-36.4,4.856,2008
0,51,3,2,7,1,1,1,2,7,5,98,1,999,0,2,93.994,-36.4,4.856,2008
0,49,10,2,4,1,2,1,2,7,5,418,2,999,0,2,93.994,-36.4,4.856,2008
0,35,1,3,1,2,2,1,2,7,5,381,2,999,0,2,93.994,-36.4,4.856,2008
0,44,1,2,4,1,1,1,2,7,5,228,3,999,0,2,93.994,-36.4,4.856,2008
0,40,2,2,3,2,2,1,2,7,5,113,3,999,0,2,93.994,-36.4,4.856,2008
0,32,4,2,1,1,1,1,2,7,5,110,2,999,0,2,93.994,-36.4,4.856,2008
0,31,10,2,6,1,1,1,2,7,5,212,2,999,0,2,93.994,-36.4,4.856,2008
0,29,1,3,4,1,2,1,2,7,5,245,2,999,0,2,93.994,-36.4,4.856,2008
0,35,2,3,4,1,2,1,2,7,5,245,3,999,0,2,93.994,-36.4,4.856,2008
0,42,5,2,2,1,2,2,2,7,5,89,3,999,0,2,93.994,-36.4,4.856,2008
0,26,2,2,3,2,1,1,2,7,5,73,2,999,0,2,93.994,-36.4,4.856,2008
0,51,2,2,1,2,2,1,2,7,5,244,7,999,0,2,93.994,-36.4,4.856,2008
0,34,5,2,7,1,2,1,2,7,5,155,1,999,0,2,93.994,-36.4,4.856,2008
0,30,2,2,2,1,1,1,2,7,5,275,2,999,0,2,93.994,-36.4,4.856,2008
0,59,6,2,1,2,1,1,2,7,5,81,2,999,0,2,93.994,-36.4,4.856,2008
0,50,5,2,7,1,2,1,2,7,5,281,2,999,0,2,93.994,-36.4,4.856,2008
0,54,2,2,3,1,2,1,2,7,5,90,2,999,0,2,93.994,-36.4,4.856,2008
0,45,2,2,3,2,1,1,2,7,5,408,3,999,0,2,93.994,-36.4,4.856,2008
0,37,10,2,6,1,2,1,2,7,3,238,3,999,0,2,93.994,-36.4,4.855,2008
0,40,1,3,4,1,2,1,2,7,3,132,1,999,0,2,93.994,-36.4,4.855,2008
0,38,8,1,2,1,1,1,2,7,3,180,1,999,0,2,93.994,-36.4,4.855,2008
0,44,10,2,6,2,1,1,2,7,3,203,1,999,0,2,93.994,-36.4,4.855,2008
0,51,10,2,6,1,1,2,2,7,3,193,1,999,0,2,93.994,-36.4,4.855,2008
0,38,7,3,7,1,1,1,2,7,3,238,1,999,0,2,93.994,-36.4,4.855,2008
0,32,2,2,2,2,1,1,2,7,3,60,1,999,0,2,93.994,-36.4,4.855,2008
0,32,9,3,7,1,1,1,2,7,3,107,1,999,0,2,93.994,-36.4,4.855,2008
0,35,1,2,7,1,2,2,2,7,3,369,1,999,0,2,93.994,-36.4,4.855,2008
0,57,6,2,4,2,2,1,2,7,3,278,2,999,0,2,93.994,-36.4,4.855,2008
0,38,3,2,2,1,1,1,2,7,3,229,1,999,0,2,93.994,-36.4,4.855,2008
0,32,1,2,2,1,1,1,2,7,3,93,1,999,0,2,93.994,-36.4,4.855,2008
0,35,2,2,3,1,2,1,2,7,3,74,1,999,0,2,93.994,-36.4,4.855,2008
0,31,2,2,3,1,1,1,2,7,3,362,1,999,0,2,93.994,-36.4,4.855,2008
0,26,8,1,2,1,1,1,2,7,3,186,1,999,0,2,93.994,-36.4,4.855,2008
0,43,3,2,7,1,1,1,2,7,3,177,2,999,0,2,93.994,-36.4,4.855,2008
0,42,2,2,2,1,1,1,2,7,3,352,3,999,0,2,93.994,-36.4,4.855,2008
0,20,3,3,4,1,1,1,2,7,3,238,1,999,0,2,93.994,-36.4,4.855,2008
0,27,2,2,3,1,1,2,2,7,3,1170,1,999,0,2,93.994,-36.4,4.855,2008
0,30,10,3,2,2,2,1,2,7,3,58,2,999,0,2,93.994,-36.4,4.855,2008
0,35,2,2,3,1,1,1,2,7,3,343,2,999,0,2,93.994,-36.4,4.855,2008
0,38,2,3,3,2,1,1,2,7,3,30,2,999,0,2,93.994,-36.4,4.855,2008
0,42,8,2,4,2,1,2,2,7,3,252,2,999,0,2,93.994,-36.4,4.855,2008
0,45,2,2,1,2,2,1,2,7,3,116,1,999,0,2,93.994,-36.4,4.855,2008
0,47,1,2,7,1,1,1,2,7,3,42,1,999,0,2,93.994,-36.4,4.855,2008
0,59,10,2,6,2,1,1,2,7,3,206,2,999,0,2,93.994,-36.4,4.855,2008
0,29,2,2,4,1,1,1,2,7,3,12,1,999,0,2,93.994,-36.4,4.855,2008
0,38,10,2,7,2,1,1,2,7,3,257,2,999,0,2,93.994,-36.4,4.855,2008
0,35,8,2,3,1,2,2,2,7,3,442,2,999,0,2,93.994,-36.4,4.855,2008
0,39,2,2,3,2,1,1,2,7,3,285,1,999,0,2,93.994,-36.4,4.855,2008
0,35,8,2,3,1,1,1,2,7,3,95,2,999,0,2,93.994,-36.4,4.855,2008
0,46,10,1,3,1,2,1,2,7,3,128,2,999,0,2,93.994,-36.4,4.855,2008
0,35,1,3,2,1,2,1,2,7,3,210,2,999,0,2,93.994,-36.4,4.855,2008
0,41,10,2,6,1,1,1,2,7,3,112,2,999,0,2,93.994,-36.4,4.855,2008
0,40,8,2,3,2,1,1,2,7,3,13,2,999,0,2,93.994,-36.4,4.855,2008
0,40,5,2,4,1,1,1,2,7,3,104,3,999,0,2,93.994,-36.4,4.855,2008
0,43,5,2,7,1,1,1,2,7,3,627,4,999,0,2,93.994,-36.4,4.855,2008
0,34,2,2,3,1,1,1,2,7,3,466,2,999,0,2,93.994,-36.4,4.855,2008
0,34,5,1,2,2,2,1,2,7,3,271,5,999,0,2,93.994,-36.4,4.855,2008
1,33,8,2,4,2,1,1,2,7,1,483,3,999,0,2,93.994,-36.4,4.855,2008
0,55,10,2,3,2,2,1,2,7,1,327,2,999,0,2,93.994,-36.4,4.855,2008
0,30,2,2,3,1,2,1,2,7,1,198,1,999,0,2,93.994,-36.4,4.855,2008
0,45,5,2,1,2,2,1,2,7,1,100,1,999,0,2,93.994,-36.4,4.855,2008
0,33,10,1,6,1,2,1,2,7,1,44,1,999,0,2,93.994,-36.4,4.855,2008
0,56,1,3,4,1,1,1,2,7,1,93,2,999,0,2,93.994,-36.4,4.855,2008
0,36,2,3,1,1,1,1,2,7,1,136,1,999,0,2,93.994,-36.4,4.855,2008
0,31,10,2,6,1,1,1,2,7,1,258,2,999,0,2,93.994,-36.4,4.855,2008
0,46,8,2,6,1,1,1,2,7,1,115,1,999,0,2,93.994,-36.4,4.855,2008
0,28,8,3,3,2,1,1,2,7,1,646,1,999,0,2,93.994,-36.4,4.855,2008
0,34,1,2,7,1,2,1,2,7,1,211,2,999,0,2,93.994,-36.4,4.855,2008
0,25,10,3,6,1,2,2,2,7,1,156,2,999,0,2,93.994,-36.4,4.855,2008
0,35,11,2,3,2,1,1,2,7,1,471,2,999,0,2,93.994,-36.4,4.855,2008
0,36,11,3,1,2,1,1,2,7,1,143,1,999,0,2,93.994,-36.4,4.855,2008
0,46,2,2,1,1,2,1,2,7,1,107,3,999,0,2,93.994,-36.4,4.855,2008
0,25,1,3,4,1,2,1,2,7,1,111,2,999,0,2,93.994,-36.4,4.855,2008
0,60,10,1,6,2,2,1,2,7,1,57,2,999,0,2,93.994,-36.4,4.855,2008
0,30,2,2,3,1,2,1,2,7,1,79,4,999,0,2,93.994,-36.4,4.855,2008
0,52,1,2,7,1,1,1,2,7,1,622,1,999,0,2,93.994,-36.4,4.855,2008
0,25,2,3,1,1,1,1,2,7,1,324,1,999,0,2,93.994,-36.4,4.855,2008
0,39,10,1,6,1,1,1,2,7,1,251,2,999,0,2,93.994,-36.4,4.855,2008
0,30,2,3,3,1,2,1,2,7,1,128,1,999,0,2,93.994,-36.4,4.855,2008
0,55,1,1,7,1,2,1,2,7,1,412,1,999,0,2,93.994,-36.4,4.855,2008
0,50,11,2,3,1,2,1,2,7,1,1713,1,999,0,2,93.994,-36.4,4.855,2008
0,56,2,2,1,2,1,1,2,7,1,116,1,999,0,2,93.994,-36.4,4.855,2008
0,37,3,3,7,1,1,1,2,7,1,129,2,999,0,2,93.994,-36.4,4.855,2008
0,33,1,1,7,1,1,2,2,7,1,128,1,999,0,2,93.994,-36.4,4.855,2008
0,36,10,3,6,2,1,1,2,7,1,180,3,999,0,2,93.994,-36.4,4.855,2008
0,33,5,3,7,1,1,1,2,7,1,136,2,999,0,2,93.994,-36.4,4.855,2008
0,35,10,2,6,1,1,1,2,7,1,169,2,999,0,2,93.994,-36.4,4.855,2008
0,50,6,2,1,2,2,1,2,7,1,89,2,999,0,2,93.994,-36.4,4.855,2008
0,50,4,1,4,1,1,1,2,7,1,177,2,999,0,2,93.994,-36.4,4.855,2008
0,27,8,2,3,1,2,1,2,7,1,162,2,999,0,2,93.994,-36.4,4.855,2008
0,41,2,2,2,2,1,1,2,7,1,407,4,999,0,2,93.994,-36.4,4.855,2008
0,50,2,1,3,1,1,1,2,7,1,878,3,999,0,2,93.994,-36.4,4.855,2008
0,33,8,2,4,1,2,1,2,7,1,263,5,999,0,2,93.994,-36.4,4.855,2008
0,46,4,2,3,1,1,1,2,7,1,322,5,999,0,2,93.994,-36.4,4.855,2008
0,38,4,2,2,2,2,1,2,7,1,153,4,999,0,2,93.994,-36.4,4.855,2008
0,43,2,2,1,1,2,1,2,7,1,1534,2,999,0,2,93.994,-36.4,4.855,2008
0,39,2,1,3,1,1,1,2,7,2,40,3,999,0,2,93.994,-36.4,4.857,2008
0,29,2,2,6,2,2,1,2,7,2,79,6,999,0,2,93.994,-36.4,4.857,2008
0,33,11,2,6,2,2,1,2,7,2,129,2,999,0,2,93.994,-36.4,4.857,2008
0,48,3,2,4,1,2,1,2,7,2,76,2,999,0,2,93.994,-36.4,4.857,2008
0,37,2,2,1,1,2,1,2,7,2,59,4,999,0,2,93.994,-36.4,4.857,2008
0,55,1,1,7,1,2,1,2,7,2,38,4,999,0,2,93.994,-36.4,4.857,2008
0,59,2,2,1,2,1,1,2,7,2,24,1,999,0,2,93.994,-36.4,4.857,2008
0,33,2,3,4,1,1,1,2,7,2,165,1,999,0,2,93.994,-36.4,4.857,2008
0,42,2,2,6,1,2,1,2,7,2,186,1,999,0,2,93.994,-36.4,4.857,2008
0,25,2,2,4,1,1,1,2,7,2,217,1,999,0,2,93.994,-36.4,4.857,2008
0,47,2,2,1,2,1,1,2,7,2,95,8,999,0,2,93.994,-36.4,4.857,2008
0,44,2,2,6,2,2,1,2,7,2,140,3,999,0,2,93.994,-36.4,4.857,2008
0,31,2,2,3,2,2,1,2,7,2,194,2,999,0,2,93.994,-36.4,4.857,2008
0,48,11,2,4,2,2,2,2,7,2,283,6,999,0,2,93.994,-36.4,4.857,2008
0,34,1,3,7,1,2,1,2,7,2,593,2,999,0,2,93.994,-36.4,4.857,2008
0,28,9,3,7,2,2,1,2,7,2,225,1,999,0,2,93.994,-36.4,4.857,2008
0,57,6,3,4,1,1,1,2,7,2,53,1,999,0,2,93.994,-36.4,4.857,2008
0,57,6,3,4,1,2,2,2,7,2,507,1,999,0,2,93.994,-36.4,4.857,2008
0,39,8,2,6,1,1,1,2,7,2,221,1,999,0,2,93.994,-36.4,4.857,2008
0,31,2,2,2,1,2,1,2,7,2,212,2,999,0,2,93.994,-36.4,4.857,2008
0,33,1,2,4,1,2,2,2,7,2,115,4,999,0,2,93.994,-36.4,4.857,2008
0,31,2,3,4,2,2,1,2,7,2,93,4,999,0,2,93.994,-36.4,4.857,2008
0,36,8,2,4,2,2,1,2,7,2,395,3,999,0,2,93.994,-36.4,4.857,2008
0,37,10,2,3,2,2,1,2,7,2,46,3,999,0,2,93.994,-36.4,4.857,2008
1,39,2,2,3,2,1,1,2,7,4,504,4,999,0,2,93.994,-36.4,4.856,2008
0,30,1,2,7,1,2,1,2,7,4,907,2,999,0,2,93.994,-36.4,4.856,2008
0,43,10,3,6,1,1,1,2,7,4,139,1,999,0,2,93.994,-36.4,4.856,2008
0,34,2,2,1,1,1,1,2,7,4,611,2,999,0,2,93.994,-36.4,4.856,2008
0,46,5,3,7,1,1,1,2,7,4,98,1,999,0,2,93.994,-36.4,4.856,2008
0,30,2,3,3,1,2,1,2,7,4,428,1,999,0,2,93.994,-36.4,4.856,2008
0,34,1,2,6,1,2,1,2,7,4,248,2,999,0,2,93.994,-36.4,4.856,2008
0,48,10,2,4,1,1,2,2,7,4,340,1,999,0,2,93.994,-36.4,4.856,2008
0,36,2,2,3,2,1,2,2,7,4,136,1,999,0,2,93.994,-36.4,4.856,2008
0,44,2,1,1,2,2,1,2,7,4,148,1,999,0,2,93.994,-36.4,4.856,2008
0,41,10,2,6,1,2,1,2,7,4,107,1,999,0,2,93.994,-36.4,4.856,2008
0,53,1,2,7,1,2,1,2,7,4,118,1,999,0,2,93.994,-36.4,4.856,2008
0,34,8,2,3,2,2,1,2,7,4,150,2,999,0,2,93.994,-36.4,4.856,2008
0,46,3,2,7,1,2,1,2,7,4,125,1,999,0,2,93.994,-36.4,4.856,2008
0,51,10,2,6,2,1,1,2,7,4,20,1,999,0,2,93.994,-36.4,4.856,2008
0,38,10,3,7,1,2,2,2,7,4,156,1,999,0,2,93.994,-36.4,4.856,2008
0,60,6,2,1,2,1,1,2,7,4,188,2,999,0,2,93.994,-36.4,4.856,2008
0,45,10,2,7,2,2,1,2,7,4,122,1,999,0,2,93.994,-36.4,4.856,2008
0,41,2,2,1,2,2,1,2,7,4,320,1,999,0,2,93.994,-36.4,4.856,2008
0,34,2,2,3,1,1,1,2,7,4,95,3,999,0,2,93.994,-36.4,4.856,2008
0,45,10,3,6,1,1,1,2,7,4,113,2,999,0,2,93.994,-36.4,4.856,2008
0,42,2,1,4,1,1,1,2,7,4,225,2,999,0,2,93.994,-36.4,4.856,2008
0,32,1,2,7,1,2,1,2,7,4,93,2,999,0,2,93.994,-36.4,4.856,2008
0,47,10,2,3,1,2,1,2,7,4,271,1,999,0,2,93.994,-36.4,4.856,2008
0,47,10,2,3,1,1,1,2,7,4,227,1,999,0,2,93.994,-36.4,4.856,2008
0,49,2,2,3,1,2,1,2,7,4,3,1,999,0,2,93.994,-36.4,4.856,2008
0,41,10,2,3,1,2,1,2,7,4,420,1,999,0,2,93.994,-36.4,4.856,2008
0,43,10,2,3,2,1,2,2,7,4,226,1,999,0,2,93.994,-36.4,4.856,2008
0,36,2,1,4,1,1,1,2,7,4,531,2,999,0,2,93.994,-36.4,4.856,2008
0,30,1,3,4,1,1,1,2,7,4,315,3,999,0,2,93.994,-36.4,4.856,2008
0,29,1,3,4,1,2,1,2,7,4,1052,1,999,0,2,93.994,-36.4,4.856,2008
0,28,2,3,2,2,2,1,2,7,4,331,2,999,0,2,93.994,-36.4,4.856,2008
0,40,10,3,4,1,1,1,2,7,4,151,4,999,0,2,93.994,-36.4,4.856,2008
0,50,8,2,4,2,2,1,2,7,4,175,2,999,0,2,93.994,-36.4,4.856,2008
0,36,8,2,4,1,1,1,2,7,4,168,2,999,0,2,93.994,-36.4,4.856,2008
0,36,10,2,7,1,2,2,2,7,4,232,4,999,0,2,93.994,-36.4,4.856,2008
0,42,2,2,3,2,2,1,2,7,4,50,3,999,0,2,93.994,-36.4,4.856,2008
0,42,1,3,7,1,2,1,2,7,4,72,4,999,0,2,93.994,-36.4,4.856,2008
0,35,10,2,6,1,1,1,2,7,4,104,2,999,0,2,93.994,-36.4,4.856,2008
0,45,1,2,4,1,2,1,2,7,5,72,2,999,0,2,93.994,-36.4,4.859,2008
0,35,11,2,7,1,2,1,2,7,5,387,9,999,0,2,93.994,-36.4,4.859,2008
0,38,2,3,7,1,1,1,2,7,5,109,1,999,0,2,93.994,-36.4,4.859,2008
0,44,5,2,7,1,1,1,2,7,5,158,2,999,0,2,93.994,-36.4,4.859,2008
0,51,8,2,4,1,2,1,2,7,5,92,1,999,0,2,93.994,-36.4,4.859,2008
0,42,5,2,7,2,2,1,2,7,5,265,1,999,0,2,93.994,-36.4,4.859,2008
0,54,2,2,3,2,2,1,2,7,5,166,1,999,0,2,93.994,-36.4,4.859,2008
0,55,2,2,1,2,2,1,2,7,5,171,1,999,0,2,93.994,-36.4,4.859,2008
0,41,10,2,3,1,1,1,2,7,5,351,1,999,0,2,93.994,-36.4,4.859,2008
0,52,2,2,3,1,2,1,2,7,5,263,1,999,0,2,93.994,-36.4,4.859,2008
0,34,2,2,3,1,1,1,2,7,5,139,2,999,0,2,93.994,-36.4,4.859,2008
0,50,4,1,1,2,1,1,2,7,5,339,1,999,0,2,93.994,-36.4,4.859,2008
0,29,1,3,7,1,1,1,2,7,5,153,2,999,0,2,93.994,-36.4,4.859,2008
0,41,1,3,7,1,1,1,2,7,5,265,2,999,0,2,93.994,-36.4,4.859,2008
0,56,8,2,3,2,1,1,2,7,5,44,5,999,0,2,93.994,-36.4,4.859,2008
0,36,8,2,2,1,1,1,2,7,5,80,1,999,0,2,93.994,-36.4,4.859,2008
0,37,1,2,7,1,2,1,2,7,5,108,1,999,0,2,93.994,-36.4,4.859,2008
0,35,5,2,7,1,1,1,2,7,5,273,1,999,0,2,93.994,-36.4,4.859,2008
0,36,5,2,7,1,1,1,2,7,5,90,1,999,0,2,93.994,-36.4,4.859,2008
0,33,3,2,4,1,1,1,2,7,5,746,1,999,0,2,93.994,-36.4,4.859,2008
0,37,8,2,4,1,1,1,2,7,5,74,3,999,0,2,93.994,-36.4,4.859,2008
0,43,2,2,3,1,1,2,2,7,5,335,1,999,0,2,93.994,-36.4,4.859,2008
0,39,1,2,4,2,2,1,2,7,5,232,2,999,0,2,93.994,-36.4,4.859,2008
0,48,10,2,7,2,2,1,2,7,5,234,1,999,0,2,93.994,-36.4,4.859,2008
0,32,10,2,6,1,1,1,2,7,5,546,1,999,0,2,93.994,-36.4,4.859,2008
0,35,10,2,6,1,1,1,2,7,5,402,1,999,0,2,93.994,-36.4,4.859,2008
0,49,2,2,1,2,1,1,2,7,5,154,2,999,0,2,93.994,-36.4,4.859,2008
0,37,4,2,7,2,1,1,2,7,5,567,3,999,0,2,93.994,-36.4,4.859,2008
0,31,2,2,3,1,1,2,2,7,5,582,2,999,0,2,93.994,-36.4,4.859,2008
0,29,1,3,7,1,2,2,2,7,5,266,2,999,0,2,93.994,-36.4,4.859,2008
0,56,8,1,4,2,1,1,2,7,3,311,5,999,0,2,93.994,-36.4,4.86,2008
1,32,8,2,3,1,1,1,2,7,3,746,1,999,0,2,93.994,-36.4,4.86,2008
0,45,1,1,2,1,2,1,2,7,3,240,1,999,0,2,93.994,-36.4,4.86,2008
0,46,4,2,1,1,2,1,2,7,3,158,1,999,0,2,93.994,-36.4,4.86,2008
0,35,10,2,6,1,1,1,2,7,3,504,3,999,0,2,93.994,-36.4,4.86,2008
1,42,8,1,2,1,2,1,2,7,3,1074,1,999,0,2,93.994,-36.4,4.86,2008
0,36,8,2,4,2,1,1,2,7,3,291,2,999,0,2,93.994,-36.4,4.86,2008
0,40,11,1,4,1,1,1,2,7,3,101,1,999,0,2,93.994,-36.4,4.86,2008
0,36,2,3,3,1,1,1,2,7,3,104,1,999,0,2,93.994,-36.4,4.86,2008
0,33,8,2,1,1,1,1,2,7,3,402,1,999,0,2,93.994,-36.4,4.86,2008
0,50,5,2,7,2,1,1,2,7,3,587,1,999,0,2,93.994,-36.4,4.86,2008
0,40,1,2,4,2,2,1,2,7,3,299,1,999,0,2,93.994,-36.4,4.86,2008
0,43,10,1,6,1,2,1,2,7,3,193,5,999,0,2,93.994,-36.4,4.86,2008
0,24,9,3,4,1,1,1,2,7,3,597,1,999,0,2,93.994,-36.4,4.86,2008
0,39,3,3,7,1,2,1,2,7,3,43,9,999,0,2,93.994,-36.4,4.86,2008
0,39,2,3,1,1,1,1,2,7,3,122,6,999,0,2,93.994,-36.4,4.86,2008
1,30,1,2,7,1,2,1,2,7,3,911,2,999,0,2,93.994,-36.4,4.86,2008
0,38,2,2,2,1,2,1,2,7,3,176,2,999,0,2,93.994,-36.4,4.86,2008
